Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test-134,Chrome 85.0.4183.83,,,2020-12-01 20:24:26,2020-12-01 20:25:49,1m - 23.191s,ERROR
,,,,,,,
Test Cases/SGB-134/SGB_134,Chrome 85.0.4183.83,,,2020-12-01 20:24:30,2020-12-01 20:25:08,38.525s,PASSED
"callTestCase(findTestCase(""Framework/Retore_Booking_DB""), [:], STOP_ON_FAILURE)",Chrome 85.0.4183.83,,,2020-12-01 20:24:30,2020-12-01 20:24:31,0.883s,PASSED
"openBrowser(""http://localhost/ezactivevn/sgb/admin/index.html"")",Chrome 85.0.4183.83,,,2020-12-01 20:24:31,2020-12-01 20:24:36,4.732s,PASSED
"click(findTestObject(""Page_SG Basketball - Login/EMAIL_LOGIN""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:36,2020-12-01 20:24:36,0.670s,PASSED
"setText(findTestObject(""Page_SG Basketball - Login/EMAIL_LOGIN""), ""info@sgbasketball.com"")",Chrome 85.0.4183.83,,,2020-12-01 20:24:36,2020-12-01 20:24:37,0.659s,PASSED
"click(findTestObject(""Page_SG Basketball - Login/PASSWORD_LOGIN""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:37,2020-12-01 20:24:37,0.337s,PASSED
"setText(findTestObject(""Page_SG Basketball - Login/PASSWORD_LOGIN""), ""12345"")",Chrome 85.0.4183.83,,,2020-12-01 20:24:37,2020-12-01 20:24:38,0.597s,PASSED
"click(findTestObject(""Page_SG Basketball - Login/button_Login""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:38,2020-12-01 20:24:38,0.319s,PASSED
delay(2),Chrome 85.0.4183.83,,,2020-12-01 20:24:38,2020-12-01 20:24:40,2.010s,PASSED
"click(findTestObject(""Page_Dashboard  SG Basketball/Court""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:40,2020-12-01 20:24:41,0.331s,PASSED
"click(findTestObject(""Page_Court  SG Basketball/Block""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:41,2020-12-01 20:24:43,2.030s,PASSED
delay(2),Chrome 85.0.4183.83,,,2020-12-01 20:24:43,2020-12-01 20:24:45,2.003s,PASSED
"click(findTestObject(""Page_Court  SG Basketball/SGB_135_Test/Page_Court  SG Basketball/td_KBRC_1                                                (30.00)""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:45,2020-12-01 20:24:45,0.293s,PASSED
"click(findTestObject(""Page_Court  SG Basketball/SGB_135_Test/Page_Court  SG Basketball/td_KBRC_2                                                (30.00)""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:45,2020-12-01 20:24:45,0.300s,PASSED
"click(findTestObject(""Page_Court  SG Basketball/SGB_135_Test/Page_Court  SG Basketball/td_KBRC_3                                                (30.00)""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:45,2020-12-01 20:24:45,0.290s,PASSED
"click(findTestObject(""Page_Court  SG Basketball/SGB_135_Test/Page_Court  SG Basketball/td_KBRC_4                                                (30.00)""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:45,2020-12-01 20:24:46,0.294s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Court  SG Basketball/select_Kaki Bukit Recreation Centre (KBRC)T_cda951""), ""string:2"", true)",Chrome 85.0.4183.83,,,2020-12-01 20:24:46,2020-12-01 20:24:47,0.841s,PASSED
"click(findTestObject(""Page_Court  SG Basketball/SGB_135_Test/Page_Court  SG Basketball/td_Court_1                                                (40.00)""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:47,2020-12-01 20:24:48,1.677s,PASSED
"click(findTestObject(""Page_Court  SG Basketball/SGB_135_Test/Page_Court  SG Basketball/td_Court_2                                                (40.00)""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:48,2020-12-01 20:24:49,0.607s,PASSED
"click(findTestObject(""Page_Court  SG Basketball/SGB_135_Test/Page_Court  SG Basketball/td_Court_3                                                (40.00)""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:49,2020-12-01 20:24:49,0.294s,PASSED
"click(findTestObject(""Page_Court  SG Basketball/SGB_135_Test/Page_Court  SG Basketball/td_Court_4                                                (40.00)""))",Chrome 85.0.4183.83,,,2020-12-01 20:24:49,2020-12-01 20:24:49,0.288s,PASSED
